roomId,roomType,districtId,preferredGender,allowSmoking,allowPets,cleanlinessRequired,noiseTolerance,guestPolicy,preferredSleepHabit,preferredOccupation,curfewPolicy,maxOccupants,minimumBudget
R01036,shared_room,Q4,female,not_allowed,not_allowed,high,medium,rarely,normal,student,none,4,1529313
R01037,studio,BC,any,not_allowed,not_allowed,medium,medium,frequently,normal,student,none,2,3937866
R01038,studio,BC,any,outside_only,small_pets_only,high,medium,frequently,very_early,student,none,2,4709134
R01039,shared_room,Q3,female,outside_only,allowed,medium,medium,rarely,early,any,before_11pm,4,2546331
R01040,private_room,HL,male,not_allowed,cats_only,medium,low,occasionally,normal,any,none,1,5645508
R01041,private_room,CC,female,outside_only,cats_only,medium,low,occasionally,normal,office_worker,before_midnight,1,2246069
R01042,private_room,NTL,female,outside_only,not_allowed,medium,low,rarely,normal,office_worker,none,1,6724367
R01043,shared_room,TX,male,not_allowed,not_allowed,high,medium,occasionally,normal,office_worker,none,3,1800400
R01044,shared_room,Q7,male,not_allowed,not_allowed,high,medium,occasionally,early,student,none,3,1764933
R01045,private_room,TP,male,not_allowed,cats_only,medium,medium,occasionally,late,student,none,1,5417738
R01046,studio,TD,any,allowed,small_pets_only,high,medium,frequently,early,student,none,1,3779888
R01047,private_room,HK,male,not_allowed,not_allowed,medium,low,rarely,very_early,student,before_midnight,1,10641729
R01048,private_room,Q12,female,not_allowed,not_allowed,medium,low,rarely,normal,any,before_midnight,1,5722827
R01049,private_room,NTL,male,not_allowed,allowed,medium,low,rarely,late,any,before_11pm,1,4335176
R01050,shared_room,GV,male,allowed,small_pets_only,high,medium,rarely,early,student,before_midnight,2,1145368
R01051,shared_room,HD,male,not_allowed,not_allowed,high,medium,occasionally,early,student,none,4,1304559
R01052,shared_room,NB,female,not_allowed,not_allowed,medium,medium,rarely,early,any,before_midnight,4,818628
R01053,private_room,Q12,female,outside_only,allowed,low,medium,frequently,normal,student,before_midnight,1,5544899
R01054,private_room,Q12,male,outside_only,small_pets_only,medium,low,rarely,early,student,before_midnight,1,4321780
R01055,private_room,Q3,male,allowed,not_allowed,medium,low,occasionally,normal,student,none,1,3250866
R01056,shared_room,Q4,female,not_allowed,small_pets_only,high,high,rarely,early,student,before_11pm,4,2229964
R01057,studio,Q8,any,outside_only,small_pets_only,medium,medium,frequently,normal,office_worker,before_11pm,2,4004995
R01058,shared_room,HM,female,not_allowed,not_allowed,high,low,occasionally,early,office_worker,before_11pm,2,1243421
R01059,private_room,CC,male,not_allowed,cats_only,medium,high,rarely,very_early,student,before_11pm,1,2201056
R01060,shared_room,Q1,male,not_allowed,not_allowed,high,low,rarely,normal,student,none,2,1890098
R01061,studio,TTR,any,allowed,cats_only,low,low,frequently,very_early,student,before_11pm,2,2444847
R01062,shared_room,BT,male,not_allowed,not_allowed,medium,low,rarely,early,student,none,2,2218048
R01063,private_room,BTL,any,outside_only,allowed,medium,high,occasionally,late,any,before_midnight,1,2111255
R01064,private_room,HD,female,allowed,allowed,low,medium,occasionally,normal,office_worker,none,1,4763053
R01065,private_room,BD,male,allowed,not_allowed,medium,low,occasionally,very_early,student,none,1,9297889
R01066,shared_room,CC,male,outside_only,not_allowed,medium,low,occasionally,late,student,none,3,516349
R01067,shared_room,Q10,female,not_allowed,not_allowed,high,low,rarely,very_late,any,before_midnight,4,1694040
R01068,private_room,HK,any,not_allowed,cats_only,medium,low,rarely,late,student,none,1,5289944
R01069,studio,PN,any,outside_only,allowed,medium,medium,occasionally,normal,student,none,2,4166932
R01070,private_room,CG,female,not_allowed,allowed,medium,low,rarely,late,any,none,1,5771013
R01071,shared_room,Q5,female,not_allowed,not_allowed,high,low,rarely,early,student,none,4,1145118
R01072,private_room,TD,male,not_allowed,not_allowed,high,medium,frequently,normal,student,before_11pm,1,2219900
R01073,shared_room,GV,female,outside_only,not_allowed,medium,low,rarely,normal,office_worker,before_midnight,3,1052988
R01074,shared_room,CG,male,not_allowed,cats_only,high,high,occasionally,very_early,student,before_11pm,3,1713851
R01075,studio,Q11,any,allowed,small_pets_only,high,low,occasionally,normal,office_worker,none,2,4014683
R01076,private_room,LB,male,allowed,not_allowed,medium,medium,frequently,normal,student,none,1,4169535
R01077,shared_room,TP,any,not_allowed,allowed,high,low,frequently,normal,student,none,3,827265
R01078,shared_room,Q11,male,not_allowed,not_allowed,high,high,rarely,very_early,student,before_midnight,4,1108903
R01079,shared_room,Q7,any,not_allowed,not_allowed,medium,low,rarely,normal,student,before_midnight,4,1713241
R01080,private_room,Q11,male,outside_only,allowed,medium,medium,rarely,normal,student,before_midnight,1,3577250
R01081,shared_room,Q5,female,not_allowed,allowed,medium,medium,rarely,very_early,student,none,2,1686448
R01082,shared_room,NTL,any,outside_only,allowed,medium,low,rarely,normal,student,before_midnight,2,1220144
R01083,private_room,Q7,any,allowed,allowed,medium,low,rarely,very_early,student,before_midnight,1,9535022
R01084,shared_room,BC,male,outside_only,small_pets_only,medium,low,occasionally,late,student,before_midnight,4,1123513
R01085,private_room,DA,female,outside_only,small_pets_only,medium,low,rarely,early,student,none,1,2813266
R01086,shared_room,TP,female,not_allowed,not_allowed,high,medium,rarely,early,student,before_midnight,4,1089801
R01087,private_room,NTL,male,not_allowed,allowed,medium,low,rarely,normal,any,none,1,3192852
R01088,private_room,TTR,male,not_allowed,small_pets_only,medium,medium,occasionally,normal,office_worker,none,1,4786776
R01089,shared_room,BD,any,outside_only,not_allowed,medium,low,rarely,very_early,student,none,3,1923725
R01090,private_room,TB,male,not_allowed,allowed,medium,low,rarely,very_early,student,before_midnight,1,3923456
R01091,studio,BTL,any,allowed,not_allowed,high,high,occasionally,early,student,before_11pm,1,7439259
R01092,private_room,Q3,male,outside_only,not_allowed,high,medium,occasionally,very_early,student,before_11pm,1,6390888
R01093,shared_room,BC,female,not_allowed,cats_only,medium,medium,occasionally,late,student,before_midnight,4,1236431
R01094,private_room,GL,female,outside_only,not_allowed,medium,low,rarely,normal,office_worker,before_midnight,1,2570645
R01095,shared_room,SS,female,not_allowed,allowed,medium,low,rarely,early,any,before_midnight,4,534046
R01096,private_room,GV,female,outside_only,not_allowed,low,medium,rarely,early,student,before_midnight,1,2484083
R01097,shared_room,HD,male,not_allowed,not_allowed,high,low,rarely,normal,student,none,3,1249211
R01098,private_room,BTL,any,not_allowed,not_allowed,high,low,occasionally,early,student,before_11pm,1,2263728
R01099,private_room,HK,any,not_allowed,small_pets_only,low,high,occasionally,normal,student,none,1,8063111
R01100,private_room,HK,male,allowed,small_pets_only,medium,medium,occasionally,very_early,student,none,1,11491037
R01101,private_room,PN,female,not_allowed,cats_only,medium,high,occasionally,late,office_worker,none,1,7061344
R01102,shared_room,Q8,male,allowed,not_allowed,medium,medium,frequently,early,student,before_midnight,4,643089
R01103,private_room,Q6,male,not_allowed,not_allowed,medium,medium,rarely,normal,student,none,1,6268042
R01104,private_room,Q3,female,not_allowed,cats_only,medium,low,rarely,very_late,any,none,1,4033216
R01105,shared_room,NTL,female,not_allowed,allowed,high,medium,occasionally,early,student,before_11pm,4,1726265
R01106,private_room,BT,male,not_allowed,allowed,medium,low,rarely,normal,office_worker,none,1,2341483
R01107,studio,BTL,any,allowed,not_allowed,medium,medium,occasionally,normal,student,before_midnight,1,3504859
R01108,private_room,Q1,male,not_allowed,not_allowed,low,low,occasionally,early,student,before_midnight,1,7826525
R01109,shared_room,BC,female,not_allowed,not_allowed,high,medium,occasionally,normal,student,before_midnight,4,1038992
R01110,shared_room,PN,female,not_allowed,allowed,high,medium,rarely,early,student,none,3,2039236
R01111,shared_room,Q10,female,not_allowed,not_allowed,high,medium,rarely,early,student,before_midnight,2,1354826
R01112,private_room,HD,female,allowed,not_allowed,medium,low,frequently,normal,office_worker,none,1,4116687
R01113,studio,TD,any,allowed,not_allowed,high,medium,occasionally,normal,student,none,2,2846292
R01114,shared_room,HL,male,outside_only,not_allowed,medium,medium,frequently,very_late,student,before_midnight,3,1032841
R01115,private_room,NB,female,allowed,not_allowed,high,medium,rarely,early,student,before_11pm,1,5377877
R01116,shared_room,Q7,female,not_allowed,cats_only,high,medium,rarely,normal,student,none,3,1202956
R01117,studio,TP,any,allowed,not_allowed,high,low,occasionally,normal,student,before_11pm,1,6140083
R01118,shared_room,GV,female,not_allowed,cats_only,high,medium,occasionally,early,student,before_midnight,3,911444
R01119,shared_room,TB,male,not_allowed,not_allowed,high,high,rarely,very_early,student,none,2,1094207
R01120,studio,Q7,any,outside_only,not_allowed,high,low,occasionally,very_early,any,none,2,6146487
R01121,shared_room,TTR,male,not_allowed,small_pets_only,high,medium,rarely,early,office_worker,none,4,1180911
R01122,shared_room,DA,male,not_allowed,cats_only,medium,medium,occasionally,late,office_worker,none,3,1026949
R01123,shared_room,BT,female,not_allowed,cats_only,medium,medium,rarely,normal,student,before_midnight,3,974044
R01124,studio,Q4,any,allowed,not_allowed,low,low,frequently,normal,student,none,2,6762064
R01125,shared_room,BT,any,not_allowed,not_allowed,high,low,occasionally,late,student,none,4,2132475
R01126,shared_room,Q4,female,not_allowed,not_allowed,medium,high,occasionally,early,student,none,4,1462785
R01127,shared_room,DD,any,not_allowed,not_allowed,high,low,occasionally,normal,office_worker,none,3,1464146
R01128,private_room,NTL,female,not_allowed,not_allowed,medium,medium,rarely,early,student,none,1,6408916
R01129,shared_room,Q12,any,not_allowed,cats_only,medium,high,rarely,normal,student,before_midnight,4,1270320
R01130,shared_room,BT,any,not_allowed,allowed,medium,high,rarely,normal,any,none,4,1596557
R01131,shared_room,HK,male,outside_only,not_allowed,high,medium,rarely,late,student,before_midnight,2,2261666
R01132,studio,Q4,any,allowed,allowed,medium,medium,frequently,very_early,student,before_midnight,2,5500489
R01133,shared_room,GV,male,not_allowed,small_pets_only,high,low,rarely,late,student,before_midnight,4,1359252
R01134,shared_room,Q1,male,outside_only,not_allowed,high,low,rarely,early,student,before_midnight,4,2588757
R01135,private_room,CG,male,not_allowed,allowed,high,low,occasionally,early,student,before_midnight,1,5111710
R01136,shared_room,BTL,male,not_allowed,not_allowed,high,medium,frequently,normal,any,none,4,1357691
R01137,shared_room,HBT,male,not_allowed,not_allowed,high,low,rarely,normal,student,before_midnight,3,1894467
R01138,shared_room,CC,male,not_allowed,allowed,medium,medium,occasionally,early,any,before_midnight,2,649192
R01139,studio,BC,any,not_allowed,not_allowed,medium,medium,rarely,late,student,none,2,3461138
R01140,private_room,Q4,female,not_allowed,not_allowed,low,low,frequently,early,student,none,1,7434757
R01141,shared_room,GV,any,not_allowed,not_allowed,medium,high,occasionally,normal,office_worker,before_midnight,4,1191580
R01142,studio,Q4,any,allowed,allowed,high,medium,occasionally,normal,office_worker,none,2,5451873
R01143,private_room,TB,any,allowed,not_allowed,low,medium,occasionally,late,student,before_11pm,1,2259815
R01144,private_room,HK,male,not_allowed,small_pets_only,medium,low,occasionally,normal,student,before_11pm,1,10724272
R01145,private_room,LB,female,not_allowed,not_allowed,medium,medium,occasionally,very_early,student,none,1,3539176
R01146,private_room,HM,male,not_allowed,not_allowed,high,medium,frequently,normal,student,before_11pm,1,2387066
R01147,shared_room,CG,any,not_allowed,small_pets_only,high,medium,occasionally,very_early,student,none,2,2011469
R01148,studio,SS,any,not_allowed,not_allowed,medium,medium,occasionally,normal,office_worker,before_midnight,1,3887570
R01149,shared_room,NTL,female,allowed,not_allowed,medium,low,rarely,early,student,before_11pm,3,1969519
R01150,private_room,TX,male,allowed,not_allowed,medium,low,occasionally,very_early,student,none,1,6750872
R01151,private_room,Q1,male,not_allowed,small_pets_only,medium,low,rarely,early,office_worker,none,1,5015819
R01152,studio,Q7,any,not_allowed,cats_only,medium,low,rarely,normal,student,before_11pm,1,12865516
R01153,shared_room,Q4,any,not_allowed,not_allowed,high,medium,rarely,normal,student,before_midnight,2,1148128
R01154,private_room,TTR,female,not_allowed,not_allowed,medium,medium,frequently,late,student,before_11pm,1,3023157
R01155,studio,DA,any,allowed,not_allowed,high,low,occasionally,early,student,before_11pm,2,3831447
R01156,studio,BD,any,not_allowed,not_allowed,high,medium,rarely,early,any,none,1,11033888
R01157,shared_room,DD,female,not_allowed,allowed,high,medium,rarely,normal,any,before_11pm,2,2318479
R01158,shared_room,Q12,any,outside_only,allowed,medium,high,occasionally,early,office_worker,before_11pm,2,1248305
R01159,shared_room,CC,female,not_allowed,not_allowed,medium,high,occasionally,normal,student,none,4,719562
R01160,private_room,Q1,any,not_allowed,not_allowed,high,medium,rarely,normal,student,none,1,6605624
R01161,studio,HK,any,allowed,allowed,high,low,frequently,late,student,before_midnight,1,6798248
R01162,private_room,SS,female,allowed,not_allowed,medium,high,occasionally,early,office_worker,none,1,3542610
R01163,studio,TP,any,allowed,not_allowed,medium,medium,occasionally,late,any,before_midnight,1,4732630
R01164,shared_room,LB,male,not_allowed,allowed,medium,low,occasionally,normal,any,before_11pm,4,1032560
R01165,private_room,HK,male,not_allowed,not_allowed,medium,low,rarely,normal,student,before_midnight,1,11643455
R01166,shared_room,Q1,any,not_allowed,cats_only,medium,medium,rarely,normal,office_worker,before_midnight,2,3465758
R01167,shared_room,TP,female,outside_only,allowed,high,medium,rarely,early,student,before_midnight,2,1157865
R01168,studio,GL,any,not_allowed,not_allowed,high,low,frequently,early,any,none,1,4936883
R01169,private_room,CC,female,allowed,allowed,medium,low,occasionally,early,student,before_midnight,1,1082692
R01170,private_room,HBT,female,allowed,allowed,medium,low,occasionally,normal,student,none,1,3082172
R01171,studio,PN,any,allowed,allowed,low,low,frequently,early,student,none,1,6859158
R01172,shared_room,Q11,male,not_allowed,allowed,high,low,occasionally,very_early,student,none,2,1378849
R01173,shared_room,Q3,female,not_allowed,not_allowed,high,medium,rarely,very_early,any,before_midnight,4,2961305
R01174,studio,GL,any,not_allowed,small_pets_only,low,low,occasionally,normal,student,before_midnight,1,2516585
R01175,private_room,Q7,female,not_allowed,cats_only,high,low,frequently,normal,student,before_midnight,1,10218717
R01176,shared_room,LB,any,not_allowed,allowed,high,low,rarely,normal,student,before_11pm,4,1124394
R01177,private_room,DA,female,allowed,small_pets_only,low,low,rarely,very_early,student,none,1,1728400
